Artículo;Descripción;Depósito;Sucursal;Saldo disponible;Agrupación;Precio tarjeta
"14201";"Calefactor Volcan T/B 3800 43712/43716";"Quilmes";"QUILMES";"2";"Calefacci�n a gas";"313699"
"14202";"Calefactor Volcan T/B 5700 46312 / 46316 GRIS";"Quilmes";"QUILMES";"1";"Calefacci�n a gas";"351799"
"14554";"Calefactor Volcan 2500 42512/42516 Gris Sin salida";"Quilmes";"QUILMES";"3";"Calefacci�n a gas";"210059"
"14556";"Calefactor Volcan T/B 2000 42312/42316 Gris";"Quilmes";"QUILMES";"2";"Calefacci�n a gas";"276999"
"14691";"Calefactor Emege Euro 2135 T/B MG 3500 kcal";"Quilmes";"QUILMES";"1";"Calefacci�n a gas";"309909"
"17799";"Calefactor Eskabe S21 T/B 2.0 Aroma Marfil";"Quilmes";"QUILMES";"1";"Calefacci�n a gas";"334559"
"17802";"Calefactor Eskabe S21 Minic 3.0 Aroma Marfil";"Quilmes";"QUILMES";"1";"Calefacci�n a gas";"279889"
"17803";"Calefactor Eskabe S21 Minic 5.0 Aroma  Marfil";"Quilmes";"QUILMES";"1";"Calefacci�n a gas";"332309"
"18626";"Calefactor Eskabe S21 MINIC 8.0 Aroma Marfil";"Quilmes";"QUILMES";"1";"Calefacci�n a gas";"387479"
"2069694";"Calefactor Orbis 4040/4044GO S/V 4200C  Ods Gris";"Quilmes";"QUILMES";"1";"Calefacci�n a gas";"274969"
"2071916";"Calefactor Crivel/Steel Home E15/Q-3 Infrarrojo SIN TURBO / FIJO  700/1400Wts";"Quilmes";"QUILMES";"2";"Calefacci�n el�ctrica";"44909"
"2071918";"Calefactor Crivel/Steel home E22/Q3/E28 Infrarrojo CON TURBO / OSCILANTE  700/1400Wts";"Quilmes";"QUILMES";"1";"Calefacci�n el�ctrica";"59909"
"2072717";"Calefactor Coppens 3000 S/ Tiraje Acero Multigas";"Quilmes";"QUILMES";"1";"Calefacci�n a gas";"231989"
"2074210";"Calefactor Emege Patagonia 9130SCE mg 3000 kcal s/sal.";"Quilmes";"QUILMES";"2";"Calefacci�n a gas";"221909"
"2074211";"Calefactor Emege Patagonia 9150SCE mg 5000 kcal s/sal";"Quilmes";"QUILMES";"1";"Calefacci�n a gas";"257909"
"2074293";"Calefactor Orbis 4024NON 2700C S/ Salida Frente vidrio";"Quilmes";"QUILMES";"2";"Calefacci�n a gas";"251919"
"2074295";"Calefactor Orbis 4146NON 3800C T/B Frente Vidrio";"Quilmes";"QUILMES";"1";"Calefacci�n a gas";"361669"
"2074303";"Calefactor Orbis 4166NON  5000C T/B Frente Vidrio";"Quilmes";"QUILMES";"1";"Calefacci�n a gas";"420999"
"2074304";"Calefactor Orbis 4126NON  2500C T/B Frente Vidrio";"Quilmes";"QUILMES";"1";"Calefacci�n a gas";"321319"
"2074413";"Calefactor Liliana  CV027 vertical cuarzo Infrarrojo";"Quilmes";"QUILMES";"2";"Calefacci�n el�ctrica";"31919"
"2074790";"Calefactor Whitenblack infrarojo WBCIWB02 500/1000W";"Quilmes";"QUILMES";"6";"Calefacci�n el�ctrica";"29999"
"2075284";"Calefactor Whitenblack WBPVWB01 panel vidrio pie/pared 600/1200w";"Quilmes";"QUILMES";"4";"Calefacci�n el�ctrica";"89999"
"2075286";"Calefactor Whitenblack WBCIWB05 infrarrojo Negro 700/1400w";"Quilmes";"QUILMES";"3";"Calefacci�n el�ctrica";"49599"
"9421";"Calefactor Emege Euro 3150 S/S MG 5000 kcal";"Quilmes";"QUILMES";"2";"Calefacci�n a gas";"259909"
"9422";"Calefactor Emege Euro 3130 S/S MG 3000 kcal";"Quilmes";"QUILMES";"2";"Calefacci�n a gas";"222829"
"18079";"Cocina Escorial Candor gn Blanca";"Quilmes";"QUILMES";"1";"COCINA";"363149"
"18080";"Cocina Escorial Candor ge Blanca";"Quilmes";"QUILMES";"1";"COCINA";"363149"
"2072621";"Cocina Escorial Candor Black gn";"Quilmes";"QUILMES";"1";"COCINA";"363149"
"2074709";"Cocina Florencia 5507F negra tres hornallas 56 cm";"Quilmes";"QUILMES";"1";"COCINA";"376859"
"2075129";"Cocina Kanji electrica EKB00IV negra 4 anafes 50x50x89 1300/1500w";"Quilmes";"QUILMES";"1";"COCINA";"398189"
"2073930";"Cocina Escorial Master Classic gn Blanca";"Quilmes";"QUILMES";"1";"COCINA";"408529"
"2073969";"Cocina Escorial Master S2 Classic gn Negra";"Quilmes";"QUILMES";"1";"COCINA";"408529"
"15760";"Cocina Escorial Palace Cristal Blanca LX gn";"Quilmes";"QUILMES";"1";"COCINA";"418109"
"2072493";"Cocina Escorial Palace Cristal Negra LX GE";"Quilmes";"QUILMES";"1";"COCINA";"418109"
"2070485";"Cocina Florencia 5417/5517 FEL facil limpieza negra";"Quilmes";"QUILMES";"1";"COCINA";"442959"
"21554";"Cocina Florencia 5416F/5516F linea recta enl. blanco parrilla";"Quilmes";"QUILMES";"1";"COCINA";"451629"
"2075088";"Cocina Escorial Master Classic ge Inox";"Quilmes";"QUILMES";"1";"COCINA";"482059"
"2074710";"Cocina Florencia 5818 Semi-Industrial Inox 56 cm multigas";"Quilmes";"QUILMES";"1";"COCINA";"515609"
"2071810";"Cocina Florencia 5518F facil limpieza inox.";"Quilmes";"QUILMES";"1";"COCINA";"531259"
"2073910";"Cocina Escorial Master Style Multigas Bca.";"Quilmes";"QUILMES";"1";"COCINA";"556419"
"2074711";"Cocina Florencia 5838 Semi-Industrial Inox 56 cm multigas s/valvula";"Quilmes";"QUILMES";"1";"COCINA";"588869"
"2074783";"Cocina Volcan 87644 55cm 4 horn. Blanca sin luz";"Quilmes";"QUILMES";"1";"COCINA";"605119"
"2072962";"Cocina Morelli Industrial Saho 550 18045 acero inox 4 horn. puerta visor reja fund";"Quilmes";"QUILMES";"1";"COCINA";"632899"
"2075239";"Cocina Florencia 5838S Semi-Industrial c/valvula-enc-timer 56cm inox mg";"Quilmes";"QUILMES";"1";"COCINA";"647769"
"2072633";"Cocina Florencia 5538 Inox c/ enc. elec.";"Quilmes";"QUILMES";"1";"COCINA";"673889"
"2073893";"Cocina Volcan 87643 55cm 4 horn. Blanca luz-enc.elec";"Quilmes";"QUILMES";"2";"COCINA";"675209"
"2073914";"Cocina Volcan 87673 55cm 4 horn. inox luz-enc.elec";"Quilmes";"QUILMES";"2";"COCINA";"795459"
"2073292";"Cocina Morelli Industrial Jitaku/saho 820 18062 5 horn. puerta vidrio 82 cm acero inox";"Quilmes";"QUILMES";"1";"COCINA";"871899"
"2074513";"Cocina Usman Industrial Carli/Plancha Doble Horno R/A P/C 4449";"Quilmes";"QUILMES";"1";"COCINA";"921749"
"2072700";"Cocina Morelli Industrial Zafira 550 Pta visor 4 hornallas 18024";"Quilmes";"QUILMES";"1";"COCINA";"1039089"
"2072699";"Cocina Morelli Industrial Zafira 600 Pta visor 4 hornallas 18022";"Quilmes";"QUILMES";"1";"COCINA";"1068549"
"2074225";"Cocina Florencia 8638E/F vitroceramica electrica c/anafe Inox";"Quilmes";"QUILMES";"1";"COCINA";"1115049"
"2072527";"Heladera Samsung RT32K5070WW No Fr 321lts Bl s/disp";"Quilmes";"QUILMES";"1";"Heladera";"1174729"
"2072958";"Heladera Samsung RT32k5070S8 Silver No Fr 321lts A+";"Quilmes";"QUILMES";"1";"Heladera";"1278219"
"2073101";"Heladera Samsung RT29K577JS8 Silver No Fr 299lts c/disp";"Quilmes";"QUILMES";"1";"Heladera";"1141609"
"2073986";"Heladera Neba A 128B Ciclica 2 frios 128 Lts Blanca";"Quilmes";"QUILMES";"1";"Heladera";"621999"
"2074053";"Heladera Gafa HGF368AFB 334Lts Extra freezer 76lts Blanca";"Quilmes";"QUILMES";"1";"Heladera";"723899"
"2074077";"Heladera Gafa HGF358AFB 282 lts c/freezer Blanca Cycle Defrost gas ecologico";"Quilmes";"QUILMES";"1";"Heladera";"658529"
"2074112";"Heladera Drean HDR280F00B/HDR280F30PB/50B/50PB blanca 277lts ciclica";"Quilmes";"QUILMES";"2";"Heladera";"704399"
"2074136";"Heladera Philco PHCT341B ciclica 340Lts Blanca";"Quilmes";"QUILMES";"2";"Heladera";"663989"
"2074199";"Heladera Samsung RB31FSRNDSA 328lts Silver";"Quilmes";"QUILMES";"1";"Heladera";"1711889"
"2074450";"Heladera Electrolux HENI3000P NO FROST Plata 260 lts Inverter";"Quilmes";"QUILMES";"1";"Heladera";"865279"
"2074499";"Heladera Samsung RT29K507JS8 Silver No Fr 290lts sin dispenser";"Quilmes";"QUILMES";"1";"Heladera";"1043279"
"2074983";"Heladera Neba H-300BL Top Mount 294lts Blanca";"Quilmes";"QUILMES";"1";"Heladera";"689599"
"2075130";"Heladera Telefunken EX-395 Exhibidora vertical";"Quilmes";"QUILMES";"1";"EXHIBIDORA";"1049899"
"2075161";"Heladera Samsung RT42DG6730B1 No Frost (424 lts bruto) Black Dispenser Inverter";"Quilmes";"QUILMES";"2";"Heladera";"1681359"
"2075201";"Heladera Telefunken TFK-HF50B Frigobar 50 lts Blanca/Negro";"Quilmes";"QUILMES";"1";"Heladera";"329989"
"2075205";"Heladera Gafa HGNW3900P No Frost 347lts Plata c/dispenser";"Quilmes";"QUILMES";"1";"Heladera";"970009"
"2075208";"Heladera Whirlpool WRE57CK Inverter 449lts No Frost Platinum";"Quilmes";"QUILMES";"1";"Heladera";"2189209"
"2075290";"Heladera Whirlpool WRE44BK 397 lts Evox";"Quilmes";"QUILMES";"1";"Heladera";"1781619"
"2075378";"Heladera Eslabon de Lujo ERD36HBDIM C�clica Blanca 336l Blanca";"Quilmes";"QUILMES";"1";"Heladera";"716909"
"2075383";"Heladera Gafa HGNF251B No Frost 262L Inverter Blanca";"Quilmes";"QUILMES";"1";"Heladera";"792899"
"22566";"Heladera Neba A 280 Ciclica 2 frios 280 Lts";"Quilmes";"QUILMES";"1";"Heladera";"659899"
"2075112";"HORNO DE PAN Atma HPAT24WP dig 13 prog. 3 niv. 550w 900gr";"Quilmes";"QUILMES";"2";"Horno";"139999"
"2074795";"Horno de pan Liliana AFP905 Breadly 1kg 12 prog. dig";"Quilmes";"QUILMES";"1";"HOGAR";"179989"
"2075309";"Horno electrico Bgh BHE30FN24T c/Airfryer 30lts 1600wts";"Quilmes";"QUILMES";"1";"HORNO ELECTRICO";"275999"
"2075307";"Horno electrico Bgh BHE35S22A c/anafe 35lts 1600wts";"Quilmes";"QUILMES";"2";"HORNO ELECTRICO";"208599"
"2074620";"Horno electrico Bgh BHE40M23N 40 lts Duo";"Quilmes";"QUILMES";"1";"HORNO ELECTRICO";"169899"
"2073480";"Horno electrico Bgh BHE64M20A 64 lts con anafe";"Quilmes";"QUILMES";"1";"HORNO ELECTRICO";"258589"
"2072972";"Horno electrico Crivel HF/HE-153 rcl spiedo gir.";"Quilmes";"QUILMES";"1";"HORNO ELECTRICO";"217389"
"2072971";"Horno electrico Crivel HFS/HEA-153 rcl 53 lts 2 anafes luz int.";"Quilmes";"QUILMES";"1";"HORNO ELECTRICO";"237399"
"2072768";"Horno electrico Florencia 7857F  c/ termost.";"Quilmes";"QUILMES";"1";"HORNO EMPOTRAR";"513159"
"2074163";"Horno electrico Neba NH52SHPN 52 lts negro";"Quilmes";"QUILMES";"1";"Horno";"195189"
"2074830";"Horno electrico Tramontina 40LHEG  Glass Cook 40lts 1500w mecanico 3 niv.(BGH)";"Quilmes";"QUILMES";"1";"HORNO ELECTRICO";"158529"
"2074390";"Horno electrico Ultracomb UC-110CLN 110lts Conveccion";"Quilmes";"QUILMES";"1";"HORNO ELECTRICO";"339999"
"2073936";"Horno electrico Ultracomb UC-45CN 45lts";"Quilmes";"QUILMES";"1";"HORNO ELECTRICO";"202899"
"2074311";"Horno electrico Ultracomb UC36B 36 lts 1200w";"Quilmes";"QUILMES";"1";"HORNO ELECTRICO";"146909"
"2075313";"Lavarropas Bgh Inverter 6kg 1000 rpm Silver c/frontal BWFI06S24AR";"Quilmes";"QUILMES";"1";"LAVARROPAS";"730809"
"2075353";"Lavarropas Bgh Inverter 6Kg 1000RPM Blanco c/frontal BWFI06W24AR";"Quilmes";"QUILMES";"1";"LAVARROPAS";"644399"
"2075312";"Lavarropas Bgh Inverter 8kg 1400 rpm Blanco c/frontal BWFI08W24AR";"Quilmes";"QUILMES";"2";"LAVARROPAS";"919189"
"2072096";"Lavarropas Columbia LSC10000 Semiautomatico 10 kg";"Quilmes";"QUILMES";"1";"LAVARROPAS";"216119"
"2073176";"Lavarropas Columbia LSC10001 10 kg c/bomba desagote";"Quilmes";"QUILMES";"1";"LAVARROPAS";"261099"
"2072095";"Lavarropas Columbia LSC7000 Semiautomatico 7 kg";"Quilmes";"QUILMES";"2";"LAVARROPAS";"196899"
"2074987";"Lavarropas Columbia LSC7001 Semiautomatico 7 kg c/bomba";"Quilmes";"QUILMES";"2";"LAVARROPAS";"231999"
"2075371";"Lavarropas Drean LFDR0609LB0 c/frontal 6kg 900rpm Blanco";"Quilmes";"QUILMES";"1";"LAVARROPAS";"727999"
"2073611";"Lavarropas Gafa Digi Fit Blanco 6.5 kg 760rpm c/s";"Quilmes";"QUILMES";"1";"LAVARROPAS";"587089"
"2075301";"Lavarropas Midea MF100W60/W-A1 c/frontal 6kg 1000rpm Blanco";"Quilmes";"QUILMES";"1";"LAVARROPAS";"671999"
"2074107";"Lavarropas Patrick LTPK67SB 6kg c/s semiauto.";"Quilmes";"QUILMES";"2";"LAVARROPAS";"256469"
"2074786";"Lavarropas Samsung WA85C5441BWUBG c/sup 8.5 kg 700 rpm Blanco Inverter";"Quilmes";"QUILMES";"1";"LAVARROPAS";"971869"
"2074290";"Lavarropas Samsung WW65A4000EE 6.5kg 1000 rpm Blanco";"Quilmes";"QUILMES";"1";"LAVARROPAS";"848699"
"2074427";"Lavarropas Samsung WW95AA046BXUBG 9.5Kg 1400rpm Silver Inox Inverter";"Quilmes";"QUILMES";"1";"LAVARROPAS";"1267899"
"2075324";"Lavarropas Steel Home LRSH56SB0 Redondo 5kg 6 programas";"Quilmes";"QUILMES";"1";"LAVARROPAS";"183299"
"2074339";"Lavarropas Whirlpool WNQ80AB 1200 RPM 8 KG Blanco inverter c/frontal";"Quilmes";"QUILMES";"1";"LAVARROPAS";"974999"
"2073917";"Microondas Bgh B120DN20 20ts digital 700Wts Negro";"Quilmes";"QUILMES";"1";"MICROONDAS";"220799"
"2075166";"Microondas Kanji 20lts digital 1000w";"Quilmes";"QUILMES";"2";"MICROONDAS";"179989"
"2075167";"Microondas Philco MPHDW20UAP 20lts digital blanco";"Quilmes";"QUILMES";"2";"MICROONDAS";"179569"
"2074676";"Microondas Philco MPHRW20AN/UAP 20lts rotativo blanco";"Quilmes";"QUILMES";"2";"MICROONDAS";"163919"
"2075023";"Microondas Tramontina Glass Cook 20 lts MCM Silver-Negro (BGH)";"Quilmes";"QUILMES";"2";"MICROONDAS";"194219"
"2075185";"Tablet Enova 10"" 4G LTE 4/64gb 2+5mp android 12";"Quilmes";"QUILMES";"1";"TABLET";"144989"
"2073755";"TV LED ENOVA 32"" smart HD Android";"Quilmes";"QUILMES";"2";"TELEVISORES";"299899"
"2073913";"TV LED ENOVA 43"" smart tv Full HD Android";"Quilmes";"QUILMES";"1";"TELEVISORES";"456029"
"2074218";"TV LED ENOVA 50"" smart (TE50UA10) 4K UHD Android";"Quilmes";"QUILMES";"2";"TELEVISORES";"716449"
"2075302";"TV LED ENOVA 65"" smart 4K UHD Google Tv";"Quilmes";"QUILMES";"1";"TELEVISORES";"1076069"
"2074860";"TV LED ENOVA 75"" smart 4K UHD Android/Google tv";"Quilmes";"QUILMES";"1";"TELEVISORES";"1505699"
"2074810";"TV LED Kanji 40"" (7635718719284) HD Smart Google Tv";"Quilmes";"QUILMES";"3";"TELEVISORES";"443599"
"2075193";"TV LED Kodak 50"" QLED 4K Smart Google tv";"Quilmes";"QUILMES";"1";"TELEVISORES";"699899"
"2075334";"TV LED Noblex 32"" DR/DV32X7080 Android Tv";"Quilmes";"QUILMES";"1";"TELEVISORES";"335489"
"2075335";"TV LED Noblex 43"" DR/DV43X7180 Smart Android";"Quilmes";"QUILMES";"4";"TELEVISORES";"527699"
"2075285";"TV LED Noblex 50"" DR50X8580 Smart Google tv";"Quilmes";"QUILMES";"2";"TELEVISORES";"720439"
"2074829";"TV LED Noblex 58"" DB58X7550 Android 4K";"Quilmes";"QUILMES";"1";"TELEVISORES";"929999"
"2074975";"TV LED Philco 40"" PLD40HS24 SMART TV Vidaa";"Quilmes";"QUILMES";"1";"TELEVISORES";"459909"
"2075320";"TV LED Philips 32"" Smart HD 32PHD6910/77 con Titan OS";"Quilmes";"QUILMES";"2";"TELEVISORES";"339899"
"2073676";"TV LED RCA 32"" AND32Y/C/R32AND-F  Android Smart";"Quilmes";"QUILMES";"1";"TELEVISORES";"321989"
"2075372";"TV LED RCA 50"" G50P6UHD-F Google 4K";"Quilmes";"QUILMES";"1";"TELEVISORES";"659899"
"2071627";"TV LED Samsung 32"" UN32T4300AG  SMART HD";"Quilmes";"QUILMES";"1";"TELEVISORES";"438889"
